,year_of_purchase,date_of_purchase,type,og_nr,wc_nr,product,amount_in_kg,price_per_kg,total_payment_usd
6334,2021,2021-03-07,og,20239.0,,Rosella (subdariffa) petals (org),30.6,0.85,26.0
2215,2021,2021-03-07,og,20242.0,,Rosella (subdariffa) petals (org),34.0,8.8,165.0
2224,2021,2021-03-07,og,20242.0,,Rosella (subdariffa) seed (org),20.0,2.2,42.0
2235,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),40.6,8.8,251.0
2335,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) seed (org),24.0,2.2,52.0
2711,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),18.8,0.85,16.0
4270,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),9.3,0.85,8.0
4366,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),16.7,0.85,14.0
4795,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),8.1,0.85,7.0
5307,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),40.7,0.85,35.0
5997,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),45.0,0.85,38.0
6457,2021,2021-03-07,og,20245.0,,Rosella (subdariffa) petals (org),40.7,0.85,35.0
2713,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),9.6,0.85,8.0
3168,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),21.5,0.85,18.0
4272,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),29.2,0.85,25.0
4367,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),31.7,0.85,27.0
4796,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),20.3,0.85,17.0
5308,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),28.1,0.85,24.0
5999,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),69.3,0.85,59.0
6458,2021,2021-03-07,og,20246.0,,Rosella (subdariffa) petals (org),35.4,0.85,30.0
2216,2021,2021-03-07,og,20247.0,,Rosella (subdariffa) petals (org),39.3,8.8,208.0
2348,2021,2021-03-07,og,20247.0,,Rosella (subdariffa) seed (org),28.0,2.2,60.0
2699,2021,2021-03-07,og,20247.0,,Rosella (subdariffa) petals (org),3.3,0.85,3.0
2700,2021,2021-03-07,og,20247.0,,Rosella (subdariffa) petals (org),9.5,0.85,8.0
2714,2021,2021-03-07,og,20247.0,,Rosella (subdariffa) petals (org),5.8,0.85,5.0
3169,2021,2021-03-07,og,20247.0,,Rosella (subdariffa) petals (org),4.2,0.85,4.0
4344,2021,2021-03-07,og,20248.0,,Rosella (subdariffa) petals (org),57.9,0.85,49.0
4798,2021,2021-03-07,og,20248.0,,Rosella (subdariffa) petals (org),7.2,0.85,6.0
4830,2021,2021-03-07,og,20248.0,,Rosella (subdariffa) petals (org),15.7,0.85,13.0
5990,2021,2021-03-07,og,20248.0,,Rosella (subdariffa) petals (org),61.4,0.85,52.0
4424,2021,2021-03-07,og,20261.0,,Rosella (subdariffa) petals (org),18.2,0.85,15.0
6017,2021,2021-03-07,og,20261.0,,Rosella (subdariffa) petals (org),7.5,0.85,6.0
2382,2021,2021-03-07,og,20285.0,,Rosella (subdariffa) seed (org),18.0,2.2,39.0
6059,2021,2021-03-07,og,20285.0,,Rosella (subdariffa) petals (org),19.5,0.85,17.0
2395,2021,2021-03-07,og,20297.0,,Rosella (subdariffa) seed (org),42.0,2.2,91.0
4425,2021,2021-03-07,og,20297.0,,Rosella (subdariffa) petals (org),45.7,0.85,39.0
4872,2021,2021-03-07,og,20297.0,,Rosella (subdariffa) petals (org),42.8,0.85,36.0
6058,2021,2021-03-07,og,20297.0,,Rosella (subdariffa) petals (org),69.7,0.85,49.0
6066,2021,2021-03-07,og,20297.0,,Rosella (subdariffa) petals (org),11.8,0.85,10.0
4040,2021,2021-03-07,og,20318.0,,Rosella (subdariffa) petals (org),27.0,0.85,21.15
5972,2021,2021-03-07,og,20318.0,,Rosella (subdariffa) petals (org),15.8,0.85,3.43
4044,2021,2021-03-07,og,20319.0,,Rosella (subdariffa) petals (org),9.0,0.85,7.65
4994,2021,2021-03-07,og,20319.0,,Rosella (subdariffa) petals (org),9.0,0.85,7.65
5974,2021,2021-03-07,og,20319.0,,Rosella (subdariffa) petals (org),12.1,0.85,0.28
2285,2021,2021-03-07,og,20322.0,,Rosella (subdariffa) petals (org),37.8,8.8,231.0
2332,2021,2021-03-07,og,20322.0,,Rosella (subdariffa) seed (org),15.0,2.2,33.0
2392,2021,2021-03-07,og,20322.0,,Rosella (subdariffa) seed (org),19.0,2.2,41.0
2284,2021,2021-03-07,og,20323.0,,Rosella (subdariffa) petals (org),62.2,8.8,380.0
2391,2021,2021-03-07,og,20323.0,,Rosella (subdariffa) seed (org),33.0,2.2,72.0
2814,2021,2021-03-07,og,20348.0,,Rosella (subdariffa) petals (org),4.9,0.85,4.0
4392,2021,2021-03-07,og,20348.0,,Rosella (subdariffa) petals (org),21.7,0.85,8.0
2803,2021,2021-03-07,og,20365.0,,Rosella (subdariffa) petals (org),47.9,0.85,33.0
4315,2021,2021-03-07,og,20365.0,,Rosella (subdariffa) petals (org),55.4,0.85,47.0
5508,2021,2021-03-07,og,20365.0,,Rosella (subdariffa) petals (org),8.2,0.85,7.0
6404,2021,2021-03-07,og,20365.0,,Rosella (subdariffa) petals (org),47.9,0.85,41.0
2805,2021,2021-03-07,og,20366.0,,Rosella (subdariffa) petals (org),10.1,0.85,6.0
4316,2021,2021-03-07,og,20366.0,,Rosella (subdariffa) petals (org),9.6,0.85,8.0
5511,2021,2021-03-07,og,20366.0,,Rosella (subdariffa) petals (org),6.2,0.85,5.0
6405,2021,2021-03-07,og,20366.0,,Rosella (subdariffa) petals (org),19.5,0.85,17.0
2811,2021,2021-03-07,og,20370.0,,Rosella (subdariffa) petals (org),41.3,0.85,35.0
5509,2021,2021-03-07,og,20370.0,,Rosella (subdariffa) petals (org),29.5,0.85,25.0
6408,2021,2021-03-07,og,20370.0,,Rosella (subdariffa) petals (org),18.8,0.85,16.0
2806,2021,2021-03-07,og,20371.0,,Rosella (subdariffa) petals (org),3.2,0.85,3.0
5512,2021,2021-03-07,og,20371.0,,Rosella (subdariffa) petals (org),45.0,0.85,38.0
2421,2021,2021-03-07,og,20375.0,,Rosella (subdariffa) seed (org),28.0,2.2,61.0
4319,2021,2021-03-07,og,20375.0,,Rosella (subdariffa) petals (org),79.7,0.85,68.0
6407,2021,2021-03-07,og,20375.0,,Rosella (subdariffa) petals (org),22.2,0.85,19.0
2810,2021,2021-03-07,og,20377.0,,Rosella (subdariffa) petals (org),3.5,0.85,1.0
4318,2021,2021-03-07,og,20377.0,,Rosella (subdariffa) petals (org),30.0,0.85,24.0
6410,2021,2021-03-07,og,20377.0,,Rosella (subdariffa) petals (org),75.7,0.85,64.0
2804,2021,2021-03-07,og,20385.0,,Rosella (subdariffa) petals (org),12.7,0.85,5.0
6414,2021,2021-03-07,og,20385.0,,Rosella (subdariffa) petals (org),3.3,0.85,3.0
2186,2021,2021-03-07,og,20751.0,,Rosella (subdariffa) petals (org),49.4,8.8,316.0
2189,2021,2021-03-07,og,20751.0,,Rosella (subdariffa) seed (org),31.0,2.2,67.0
2740,2021,2021-03-07,og,20751.0,,Rosella (subdariffa) petals (org),4.6,0.85,2.0
2187,2021,2021-03-07,og,20752.0,,Rosella (subdariffa) petals (org),29.6,8.8,170.0
2190,2021,2021-03-07,og,20752.0,,Rosella (subdariffa) seed (org),25.0,2.2,54.0
4928,2021,2021-03-07,og,20752.0,,Rosella (subdariffa) petals (org),20.1,0.85,17.0
2193,2021,2021-03-07,og,20753.0,,Rosella (subdariffa) petals (org),10.2,8.8,26.0
2201,2021,2021-03-07,og,20753.0,,Rosella (subdariffa) seed (org),10.0,2.2,21.0
2191,2021,2021-03-07,og,20757.0,,Rosella (subdariffa) petals (org),76.7,8.8,513.0
2199,2021,2021-03-07,og,20757.0,,Rosella (subdariffa) seed (org),46.0,2.2,100.0
2257,2021,2021-03-07,og,20757.0,,Rosella (subdariffa) petals (org),3.6,8.8,26.0
2346,2021,2021-03-07,og,20757.0,,Rosella (subdariffa) seed (org),7.0,2.2,15.0
2192,2021,2021-03-07,og,20758.0,,Rosella (subdariffa) petals (org),27.3,8.8,147.0
2200,2021,2021-03-07,og,20758.0,,Rosella (subdariffa) seed (org),17.0,2.2,37.0
2749,2021,2021-03-07,og,20758.0,,Rosella (subdariffa) petals (org),1.5,0.85,1.0
2797,2021,2021-03-07,og,20822.0,,Rosella (subdariffa) petals (org),53.3,0.85,37.0
5504,2021,2021-03-07,og,20822.0,,Rosella (subdariffa) petals (org),65.3,0.85,47.0
2790,2021,2021-03-07,og,20826.0,,Rosella (subdariffa) petals (org),3.6,0.85,4.0
5517,2021,2021-03-07,og,20826.0,,Rosella (subdariffa) petals (org),11.7,0.85,10.0
2263,2021,2021-03-07,og,20839.0,,Rosella (subdariffa) petals (org),16.4,8.8,41.0
2364,2021,2021-03-07,og,20839.0,,Rosella (subdariffa) seed (org),23.0,2.2,31.0
4871,2021,2021-03-07,og,20839.0,,Rosella (subdariffa) petals (org),4.2,0.85,4.0
2266,2021,2021-03-07,og,20840.0,,Rosella (subdariffa) petals (org),37.1,8.8,194.0
2367,2021,2021-03-07,og,20840.0,,Rosella (subdariffa) seed (org),37.0,2.2,78.0
2301,2021,2021-03-07,og,20851.0,,Rosella (subdariffa) petals (org),16.5,8.8,49.0
2433,2021,2021-03-07,og,20851.0,,Rosella (subdariffa) seed (org),33.0,2.2,72.0
2844,2021,2021-03-07,og,20851.0,,Rosella (subdariffa) petals (org),10.68,0.85,9.0
3569,2021,2021-03-07,og,20851.0,,Rosella (subdariffa) petals (org),52.13,0.85,45.0
3671,2021,2021-03-07,og,20851.0,,Rosella (subdariffa) petals (org),21.0,0.85,18.0
2273,2021,2021-03-07,og,20864.0,,Rosella (subdariffa) petals (org),7.9,8.8,25.0
2374,2021,2021-03-07,og,20864.0,,Rosella (subdariffa) seed (org),9.0,2.2,19.0
2265,2021,2021-03-07,og,20867.0,,Rosella (subdariffa) petals (org),20.9,8.8,154.0
2366,2021,2021-03-07,og,20867.0,,Rosella (subdariffa) seed (org),17.0,2.2,36.0
6049,2021,2021-03-07,og,20867.0,,Rosella (subdariffa) petals (org),23.0,0.85,20.0
4464,2021,2021-03-07,og,20873.0,,Rosella (subdariffa) petals (org),3.6,0.85,3.0
4901,2021,2021-03-07,og,20873.0,,Rosella (subdariffa) petals (org),4.8,0.85,4.08
6046,2021,2021-03-07,og,20873.0,,Rosella (subdariffa) petals (org),104.0,0.85,88.0
4359,2021,2021-03-07,og,20882.0,,Rosella (subdariffa) petals (org),10.3,0.85,8.7
6403,2021,2021-03-07,og,20882.0,,Rosella (subdariffa) petals (org),80.1,0.85,68.0
4925,2021,2021-03-07,og,21010.0,,Rosella (subdariffa) petals (org),17.2,0.85,15.0
5548,2021,2021-03-07,og,21010.0,,Rosella (subdariffa) petals (org),3.7,0.85,3.0
4809,2021,2021-03-07,og,21026.0,,Rosella (subdariffa) petals (org),86.5,0.85,74.0
5278,2021,2021-03-07,og,21026.0,,Rosella (subdariffa) petals (org),10.6,0.85,9.0
6331,2021,2021-03-07,og,21026.0,,Rosella (subdariffa) petals (org),40.6,0.85,15.0
2217,2021,2021-03-07,og,21027.0,,Rosella (subdariffa) petals (org),2.1,8.8,0.0
2225,2021,2021-03-07,og,21027.0,,Rosella (subdariffa) seed (org),2.0,2.2,4.0
2705,2021,2021-03-07,og,21028.0,,Rosella (subdariffa) petals (org),2.7,0.85,2.29
2709,2021,2021-03-07,og,21028.0,,Rosella (subdariffa) petals (org),1.7,0.85,1.67
4800,2021,2021-03-07,og,21028.0,,Rosella (subdariffa) petals (org),10.4,0.85,7.0
5989,2021,2021-03-07,og,21028.0,,Rosella (subdariffa) petals (org),56.2,0.85,48.0
2212,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),35.8,8.8,182.0
2221,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) seed (org),24.0,2.2,52.0
2701,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),14.25,0.85,12.11
2758,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),17.4,0.85,15.0
4343,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),19.4,0.85,16.0
4345,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),10.0,0.85,9.0
4364,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),26.9,0.85,23.0
4797,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),18.1,0.85,15.0
4829,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),9.4,0.85,8.0
5314,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),34.6,0.85,29.0
5984,2021,2021-03-07,og,21029.0,,Rosella (subdariffa) petals (org),16.9,0.85,14.0
2213,2021,2021-03-07,og,21030.0,,Rosella (subdariffa) petals (org),12.6,8.8,43.0
2222,2021,2021-03-07,og,21030.0,,Rosella (subdariffa) seed (org),5.0,2.2,10.0
2725,2021,2021-03-07,og,21030.0,,Rosella (subdariffa) petals (org),22.8,0.85,19.0
2214,2021,2021-03-07,og,21031.0,,Rosella (subdariffa) petals (org),17.5,8.8,78.0
2223,2021,2021-03-07,og,21031.0,,Rosella (subdariffa) seed (org),12.0,2.2,26.0
2220,2021,2021-03-07,og,21034.0,,Rosella (subdariffa) petals (org),85.6,8.8,553.0
2227,2021,2021-03-07,og,21034.0,,Rosella (subdariffa) seed (org),49.0,2.2,106.0
2702,2021,2021-03-07,og,21037.0,,Rosella (subdariffa) petals (org),9.3,0.85,4.3
5316,2021,2021-03-07,og,21037.0,,Rosella (subdariffa) petals (org),6.7,0.85,6.0
2218,2021,2021-03-07,og,21038.0,,Rosella (subdariffa) petals (org),22.6,8.8,87.0
2226,2021,2021-03-07,og,21038.0,,Rosella (subdariffa) seed (org),83.0,2.2,180.0
2710,2021,2021-03-07,og,21038.0,,Rosella (subdariffa) petals (org),0.85,0.85,1.0
2703,2021,2021-03-07,og,21039.0,,Rosella (subdariffa) petals (org),5.4,0.85,1.0
4346,2021,2021-03-07,og,21039.0,,Rosella (subdariffa) petals (org),16.1,0.85,12.0
2707,2021,2021-03-07,og,21040.0,,Rosella (subdariffa) petals (org),7.2,0.85,6.12
3171,2021,2021-03-07,og,21040.0,,Rosella (subdariffa) petals (org),5.1,0.85,4.33
2438,2021,2021-03-07,og,21043.0,,Rosella (subdariffa) seed (org),11.0,2.2,24.0
2721,2021,2021-03-07,og,21043.0,,Rosella (subdariffa) petals (org),7.5,0.85,4.85
2321,2021,2021-03-07,og,21093.0,,Rosella (subdariffa) seed (org),4.0,2.2,0.0
2323,2021,2021-03-07,og,21093.0,,Rosella (subdariffa) seed (org),25.0,2.2,54.0
1816,2021,2021-03-07,og,21501.0,,Rosella (subdariffa) petals (org),29.3,8.8,176.0
1817,2021,2021-03-07,og,21501.0,,Rosella (subdariffa) seed (org),43.5,2.2,97.0
3107,2021,2021-03-07,og,21501.0,,Rosella (subdariffa) petals (org),12.32,0.85,6.87
3108,2021,2021-03-07,og,21501.0,,Rosella (subdariffa) petals (org),47.6,0.85,40.46
3628,2021,2021-03-07,og,21501.0,,Rosella (subdariffa) petals (org),5.1,0.85,4.0
3115,2021,2021-03-07,og,21509.0,,Rosella (subdariffa) petals (org),24.25,0.85,17.0
3635,2021,2021-03-07,og,21509.0,,Rosella (subdariffa) petals (org),5.7,0.85,5.0
3106,2021,2021-03-07,og,21515.0,,Rosella (subdariffa) petals (org),13.98,0.85,6.48
3630,2021,2021-03-07,og,21515.0,,Rosella (subdariffa) petals (org),24.0,0.85,20.0
1905,2021,2021-03-07,og,21517.0,,Rosella (subdariffa) petals (org),6.2,8.8,44.0
1906,2021,2021-03-07,og,21517.0,,Rosella (subdariffa) seed (org),4.65,2.2,8.0
3631,2021,2021-03-07,og,21517.0,,Rosella (subdariffa) petals (org),20.52,0.85,17.0
2463,2021,2021-03-07,og,21519.0,,Rosella (subdariffa) petals (org),1.0,8.8,9.0
2464,2021,2021-03-07,og,21519.0,,Rosella (subdariffa) seed (org),1.0,2.2,8.0
2982,2021,2021-03-07,og,21519.0,,Rosella (subdariffa) petals (org),11.7,0.85,7.0
2466,2021,2021-03-07,og,21528.0,,Rosella (subdariffa) seed (org),11.0,2.2,96.0
2987,2021,2021-03-07,og,21528.0,,Rosella (subdariffa) petals (org),1.1,0.85,1.0
2991,2021,2021-03-07,og,21533.0,,Rosella (subdariffa) petals (org),4.0,0.85,3.0
2992,2021,2021-03-07,og,21533.0,,Rosella (subdariffa) petals (org),26.81,0.85,16.0
2993,2021,2021-03-07,og,21533.0,,Rosella (subdariffa) petals (org),26.35,0.85,20.0
2994,2021,2021-03-07,og,21533.0,,Rosella (subdariffa) petals (org),7.98,0.85,7.0
1756,2021,2021-03-07,og,21535.0,,Rosella (subdariffa) petals (org),4.3,8.8,26.0
1757,2021,2021-03-07,og,21535.0,,Rosella (subdariffa) seed (org),3.2,2.2,9.0
2448,2021,2021-03-07,og,21539.0,,Rosella (subdariffa) petals (org),11.0,8.8,44.0
2449,2021,2021-03-07,og,21539.0,,Rosella (subdariffa) seed (org),15.85,2.2,34.0
3156,2021,2021-03-07,og,21539.0,,Rosella (subdariffa) petals (org),11.35,0.85,6.0
3640,2021,2021-03-07,og,21539.0,,Rosella (subdariffa) petals (org),18.0,0.85,15.0
3456,2021,2021-03-07,og,21701.0,,Rosella (subdariffa) petals (org),29.0,0.85,25.0
3757,2021,2021-03-07,og,21701.0,,Rosella (subdariffa) petals (org),84.0,0.85,71.0
5227,2021,2021-03-07,og,21701.0,,Rosella (subdariffa) petals (org),185.3,0.85,158.0
6380,2021,2021-03-07,og,21701.0,,Rosella (subdariffa) petals (org),56.9,0.85,28.0
3768,2021,2021-03-07,og,21707.0,,Rosella (subdariffa) petals (org),54.0,0.85,46.0
5228,2021,2021-03-07,og,21707.0,,Rosella (subdariffa) petals (org),248.5,0.85,211.0
5460,2021,2021-03-07,og,21707.0,,Rosella (subdariffa) petals (org),33.7,0.85,29.0
6442,2021,2021-03-07,og,21707.0,,Rosella (subdariffa) petals (org),91.0,0.85,57.0
3453,2021,2021-03-07,og,21712.0,,Rosella (subdariffa) petals (org),16.0,0.85,14.0
3771,2021,2021-03-07,og,21712.0,,Rosella (subdariffa) petals (org),45.0,0.85,34.0
5229,2021,2021-03-07,og,21712.0,,Rosella (subdariffa) petals (org),38.8,0.85,33.0
5463,2021,2021-03-07,og,21712.0,,Rosella (subdariffa) petals (org),8.7,0.85,7.0
6382,2021,2021-03-07,og,21712.0,,Rosella (subdariffa) petals (org),12.3,0.85,10.0
3748,2021,2021-03-07,og,21714.0,,Rosella (subdariffa) petals (org),61.0,0.85,52.0
5240,2021,2021-03-07,og,21714.0,,Rosella (subdariffa) petals (org),164.2,0.85,140.0
6379,2021,2021-03-07,og,21714.0,,Rosella (subdariffa) petals (org),19.5,0.85,16.0
3749,2021,2021-03-07,og,21716.0,,Rosella (subdariffa) petals (org),28.0,0.85,24.0
4747,2021,2021-03-07,og,21716.0,,Rosella (subdariffa) petals (org),41.0,0.85,35.0
5241,2021,2021-03-07,og,21716.0,,Rosella (subdariffa) petals (org),125.0,0.85,106.0
2311,2021,2021-03-07,og,21804.0,,Rosella (subdariffa) petals (org),1.8,8.8,0.0
2314,2021,2021-03-07,og,21804.0,,Rosella (subdariffa) seed (org),2.0,2.2,0.0
2286,2021,2021-03-07,og,21805.0,,Rosella (subdariffa) petals (org),19.3,8.8,74.0
2393,2021,2021-03-07,og,21805.0,,Rosella (subdariffa) seed (org),17.0,2.2,37.0
2287,2021,2021-03-07,og,21843.0,,Rosella (subdariffa) petals (org),12.7,8.8,45.0
2394,2021,2021-03-07,og,21843.0,,Rosella (subdariffa) seed (org),8.0,2.2,17.0
2938,2021,2021-03-07,og,21843.0,,Rosella (subdariffa) petals (org),37.7,0.85,32.0
2283,2021,2021-03-07,og,21850.0,,Rosella (subdariffa) petals (org),4.4,8.8,0.0
2389,2021,2021-03-07,og,21850.0,,Rosella (subdariffa) seed (org),6.0,2.2,13.05
3254,2021,2021-03-07,og,22453.0,,Rosella (subdariffa) petals (org),45.0,0.85,38.0
5620,2021,2021-03-07,og,22453.0,,Rosella (subdariffa) petals (org),84.6,0.85,72.0
3244,2021,2021-03-07,og,22456.0,,Rosella (subdariffa) petals (org),44.0,0.85,37.0
5165,2021,2021-03-07,og,22456.0,,Rosella (subdariffa) petals (org),142.8,0.85,121.0
3301,2021,2021-03-07,og,23000.0,,Rosella (subdariffa) petals (org),4.0,0.85,3.0
5422,2021,2021-03-07,og,23000.0,,Rosella (subdariffa) petals (org),40.6,0.85,35.0
5474,2021,2021-03-07,og,23000.0,,Rosella (subdariffa) petals (org),83.1,0.85,71.0
3221,2021,2021-03-07,og,23502.0,,Rosella (subdariffa) petals (org),112.0,0.85,95.0
5202,2021,2021-03-07,og,23502.0,,Rosella (subdariffa) petals (org),203.1,0.85,173.0
6136,2021,2021-03-07,og,23502.0,,Rosella (subdariffa) petals (org),153.4,0.85,90.0
6208,2021,2021-03-07,og,23502.0,,Rosella (subdariffa) petals (org),128.3,0.85,109.0
6299,2021,2021-03-07,og,23502.0,,Rosella (subdariffa) petals (org),14.9,0.85,13.0
3213,2021,2021-03-07,og,23505.0,,Rosella (subdariffa) petals (org),1.0,0.85,1.0
5208,2021,2021-03-07,og,23505.0,,Rosella (subdariffa) petals (org),117.3,0.85,100.0
6209,2021,2021-03-07,og,23505.0,,Rosella (subdariffa) petals (org),63.6,0.85,54.0
3245,2021,2021-03-07,og,23513.0,,Rosella (subdariffa) petals (org),23.0,0.85,20.0
3251,2021,2021-03-07,og,23513.0,,Rosella (subdariffa) petals (org),15.0,0.85,11.0
5166,2021,2021-03-07,og,23513.0,,Rosella (subdariffa) petals (org),108.6,0.85,92.0
5619,2021,2021-03-07,og,23513.0,,Rosella (subdariffa) petals (org),36.6,0.85,31.0
6290,2021,2021-03-07,og,23513.0,,Rosella (subdariffa) petals (org),11.8,0.85,10.0
2596,2021,2021-03-07,og,23526.0,,Rosella (subdariffa) petals (org),6.0,0.85,3.0
3774,2021,2021-03-07,og,23526.0,,Rosella (subdariffa) petals (org),12.2,0.85,11.0
4650,2021,2021-03-07,og,23526.0,,Rosella (subdariffa) petals (org),18.0,0.85,15.0
6169,2021,2021-03-07,og,23526.0,,Rosella (subdariffa) petals (org),44.5,0.85,38.0
3085,2021,2021-03-07,og,23530.0,,Rosella (subdariffa) petals (org),23.0,0.85,17.0
3773,2021,2021-03-07,og,23530.0,,Rosella (subdariffa) petals (org),19.8,0.85,17.0
3447,2021,2021-03-07,og,23534.0,,Rosella (subdariffa) petals (org),7.0,0.85,6.0
3984,2021,2021-03-07,og,23534.0,,Rosella (subdariffa) petals (org),46.0,0.85,39.0
4669,2021,2021-03-07,og,23534.0,,Rosella (subdariffa) petals (org),70.9,0.85,60.0
5580,2021,2021-03-07,og,23534.0,,Rosella (subdariffa) petals (org),31.6,0.85,27.0
3401,2021,2021-03-07,og,23540.0,,Rosella (subdariffa) petals (org),2.0,0.85,2.0
5493,2021,2021-03-07,og,23540.0,,Rosella (subdariffa) petals (org),32.1,0.85,27.0
3883,2021,2021-03-07,og,23541.0,,Rosella (subdariffa) petals (org),9.2,0.85,8.0
4735,2021,2021-03-07,og,23541.0,,Rosella (subdariffa) petals (org),8.3,0.85,7.0
5487,2021,2021-03-07,og,23541.0,,Rosella (subdariffa) petals (org),14.0,0.85,12.0
6258,2021,2021-03-07,og,23541.0,,Rosella (subdariffa) petals (org),5.3,0.85,5.0
2671,2021,2021-03-07,og,23543.0,,Rosella (subdariffa) petals (org),28.0,0.85,20.0
3402,2021,2021-03-07,og,23543.0,,Rosella (subdariffa) petals (org),3.0,0.85,3.0
3884,2021,2021-03-07,og,23543.0,,Rosella (subdariffa) petals (org),59.1,0.85,50.0
4732,2021,2021-03-07,og,23543.0,,Rosella (subdariffa) petals (org),26.7,0.85,23.0
5488,2021,2021-03-07,og,23543.0,,Rosella (subdariffa) petals (org),49.0,0.85,42.0
6259,2021,2021-03-07,og,23543.0,,Rosella (subdariffa) petals (org),89.3,0.85,36.0
2673,2021,2021-03-07,og,23545.0,,Rosella (subdariffa) petals (org),55.0,0.85,43.0
3403,2021,2021-03-07,og,23545.0,,Rosella (subdariffa) petals (org),74.0,0.85,63.0
3885,2021,2021-03-07,og,23545.0,,Rosella (subdariffa) petals (org),55.0,0.85,47.0
4733,2021,2021-03-07,og,23545.0,,Rosella (subdariffa) petals (org),84.1,0.85,71.0
5489,2021,2021-03-07,og,23545.0,,Rosella (subdariffa) petals (org),97.9,0.85,83.0
6260,2021,2021-03-07,og,23545.0,,Rosella (subdariffa) petals (org),90.8,0.85,7.0
2555,2021,2021-03-07,og,23550.0,,Rosella (subdariffa) petals (org),42.0,0.85,36.0
3911,2021,2021-03-07,og,23550.0,,Rosella (subdariffa) petals (org),114.4,0.85,97.0
5349,2021,2021-03-07,og,23550.0,,Rosella (subdariffa) petals (org),24.4,0.85,21.0
5386,2021,2021-03-07,og,23550.0,,Rosella (subdariffa) petals (org),51.7,0.85,44.0
2543,2021,2021-03-07,og,23551.0,,Rosella (subdariffa) petals (org),21.0,0.85,14.0
3912,2021,2021-03-07,og,23551.0,,Rosella (subdariffa) petals (org),67.1,0.85,57.0
4697,2021,2021-03-07,og,23551.0,,Rosella (subdariffa) petals (org),36.0,0.85,31.0
2540,2021,2021-03-07,og,23552.0,,Rosella (subdariffa) petals (org),12.0,0.85,8.0
3913,2021,2021-03-07,og,23552.0,,Rosella (subdariffa) petals (org),29.1,0.85,25.0
4696,2021,2021-03-07,og,23552.0,,Rosella (subdariffa) petals (org),19.4,0.85,16.0
2548,2021,2021-03-07,og,23553.0,,Rosella (subdariffa) petals (org),23.0,0.85,18.0
3449,2021,2021-03-07,og,23553.0,,Rosella (subdariffa) petals (org),12.0,0.85,10.0
2549,2021,2021-03-07,og,23556.0,,Rosella (subdariffa) petals (org),22.0,0.85,16.0
3448,2021,2021-03-07,og,23556.0,,Rosella (subdariffa) petals (org),21.0,0.85,18.0
3914,2021,2021-03-07,og,23556.0,,Rosella (subdariffa) petals (org),43.2,0.85,37.0
4698,2021,2021-03-07,og,23556.0,,Rosella (subdariffa) petals (org),10.4,0.85,9.0
5387,2021,2021-03-07,og,23556.0,,Rosella (subdariffa) petals (org),34.7,0.85,29.0
2550,2021,2021-03-07,og,23557.0,,Rosella (subdariffa) petals (org),20.0,0.85,14.0
3451,2021,2021-03-07,og,23557.0,,Rosella (subdariffa) petals (org),19.0,0.85,16.0
3915,2021,2021-03-07,og,23557.0,,Rosella (subdariffa) petals (org),5.0,0.85,4.0
5391,2021,2021-03-07,og,23557.0,,Rosella (subdariffa) petals (org),16.1,0.85,14.0
2542,2021,2021-03-07,og,23558.0,,Rosella (subdariffa) petals (org),3.0,0.85,2.0
3916,2021,2021-03-07,og,23558.0,,Rosella (subdariffa) petals (org),11.4,0.85,10.0
4699,2021,2021-03-07,og,23558.0,,Rosella (subdariffa) petals (org),12.3,0.85,10.0
5388,2021,2021-03-07,og,23558.0,,Rosella (subdariffa) petals (org),30.4,0.85,26.0
2546,2021,2021-03-07,og,23560.0,,Rosella (subdariffa) petals (org),3.0,0.85,2.0
3738,2021,2021-03-07,og,23560.0,,Rosella (subdariffa) petals (org),43.0,0.85,35.0
3737,2021,2021-03-07,og,23572.0,,Rosella (subdariffa) petals (org),12.0,0.85,10.0
