,year_of_purchase,date_of_purchase,type,og_nr,wc_nr,product,amount_in_kg,price_per_kg,total_payment_usd
6745,2016,2016-07-21,og,3020.0,,Rosella (subdariffa) petals (org),43.5,1.1,48.0
7263,2017,2017-06-20,og,3020.0,,Rosella (subdariffa) petals (org),42.39,1.1,47.0
7298,2017,2017-06-22,og,3020.0,,Rosella (subdariffa) seed (org),7.52,0.5,4.0
7714,2017,2017-09-08,og,3020.0,,Rosella (subdariffa) petals (org),2.65,1.1,3.0
8260,2018,2018-07-17,og,3020.0,,Rosella (subdariffa) petals (org),66.2,1.1,72.82
8404,2018,2018-08-14,og,3020.0,,Rosella (subdariffa) seed (org),12.0,0.5,6.0
8467,2018,2018-09-21,og,3020.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8953,2019,2019-12-09,og,3020.0,,Rosella (subdariffa) petals (org),8.3,15.0,124.5
9321,2020,2020-07-24,og,3020.0,,Rosella (subdariffa) petals (org),40.5,1.1,44.55
9769,2021,2021-07-14,og,3020.0,,Rosella (subdariffa) petals (org),44.7,1.1,49.0
10481,2022,2022-08-24,og,3020.0,,Rosella (subdariffa) petals (org),189.0,1.1,208.0
6731,2016,2016-07-22,og,3021.0,,Rosella (subdariffa) petals (org),64.6,1.1,71.0
7244,2017,2017-06-20,og,3021.0,,Rosella (subdariffa) petals (org),26.8,1.1,29.0
8220,2018,2018-07-17,og,3021.0,,Rosella (subdariffa) petals (org),50.1,1.1,55.11
8484,2018,2018-09-21,og,3021.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8906,2019,2019-12-09,og,3021.0,,Rosella (subdariffa) petals (org),11.7,15.0,175.5
9190,2020,2020-07-24,og,3021.0,,Rosella (subdariffa) petals (org),34.3,1.1,37.73
9879,2021,2021-07-14,og,3021.0,,Rosella (subdariffa) petals (org),25.4,1.1,28.0
6708,2016,2016-07-21,og,3022.0,,Rosella (subdariffa) petals (org),27.5,1.1,30.0
7260,2017,2017-06-20,og,3022.0,,Rosella (subdariffa) petals (org),17.34,1.1,19.0
7309,2017,2017-06-22,og,3022.0,,Rosella (subdariffa) seed (org),11.67,0.5,6.0
7399,2017,2017-07-14,og,3022.0,,Rosella (subdariffa) petals (org),13.06,1.1,14.0
7428,2017,2017-07-14,og,3022.0,,Rosella (subdariffa) seed (org),5.18,0.5,3.0
7709,2017,2017-09-08,og,3022.0,,Rosella (subdariffa) petals (org),54.42,1.1,60.0
8256,2018,2018-07-17,og,3022.0,,Rosella (subdariffa) petals (org),26.9,1.1,29.59
8463,2018,2018-09-21,og,3022.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
9317,2020,2020-07-24,og,3022.0,,Rosella (subdariffa) petals (org),38.3,1.1,42.13
9767,2021,2021-07-14,og,3022.0,,Rosella (subdariffa) petals (org),21.4,1.1,24.0
10490,2022,2022-08-24,og,3022.0,,Rosella (subdariffa) petals (org),99.0,1.1,109.0
10141,2022,2022-09-07,og,3022.0,,Rosella (subdariffa) petals (org),48.0,1.1,53.0
10224,2022,2022-11-07,og,3022.0,,Rosella (subdariffa) petals (org),142.0,1.1,156.0
6636,2016,2016-07-21,og,3024.0,,Rosella (subdariffa) petals (org),98.2,1.1,108.0
7226,2017,2017-06-20,og,3024.0,,Rosella (subdariffa) petals (org),22.17,1.1,24.38
7726,2017,2017-07-08,og,3024.0,,Rosella (subdariffa) petals (org),16.28,1.1,18.0
7485,2017,2017-07-15,og,3024.0,,Rosella (subdariffa) petals (org),15.99,1.1,18.0
8178,2018,2018-07-17,og,3024.0,,Rosella (subdariffa) petals (org),27.5,1.1,30.2
8370,2018,2018-07-17,og,3024.0,,Rosella (subdariffa) petals (org),27.5,1.1,30.25
8428,2018,2018-09-21,og,3024.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8926,2019,2019-12-09,og,3024.0,,Rosella (subdariffa) petals (org),3.2,15.0,48.0
6697,2016,2016-07-21,og,3025.0,,Rosella (subdariffa) petals (org),65.9,1.1,73.0
7224,2017,2017-06-20,og,3025.0,,Rosella (subdariffa) petals (org),19.56,1.1,21.5
7458,2017,2017-07-15,og,3025.0,,Rosella (subdariffa) petals (org),8.61,1.1,9.0
8208,2018,2018-07-17,og,3025.0,,Rosella (subdariffa) petals (org),40.1,1.1,44.11
8429,2018,2018-09-21,og,3025.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8925,2019,2019-12-09,og,3025.0,,Rosella (subdariffa) petals (org),5.1,15.0,76.5
9072,2020,2020-07-23,og,3025.0,,Rosella (subdariffa) petals (org),29.5,1.1,30.65
9147,2020,2020-07-23,og,3025.0,,Rosella (subdariffa) petals (org),60.9,1.1,64.29
9639,2021,2021-12-07,og,3025.0,,Rosella (subdariffa) petals (org),40.7,1.1,45.0
10021,2022,2022-08-07,og,3025.0,,Rosella (subdariffa) petals (org),157.0,1.1,173.0
10280,2022,2022-12-07,og,3025.0,,Rosella (subdariffa) petals (org),280.0,1.1,308.0
6645,2016,2016-07-21,og,3027.0,,Rosella (subdariffa) petals (org),69.8,1.1,77.0
7223,2017,2017-06-20,og,3027.0,,Rosella (subdariffa) petals (org),21.06,1.1,23.16
7271,2017,2017-06-22,og,3027.0,,Rosella (subdariffa) seed (org),8.67,0.5,4.0
7463,2017,2017-07-15,og,3027.0,,Rosella (subdariffa) petals (org),42.41,1.1,47.0
7705,2017,2017-09-08,og,3027.0,,Rosella (subdariffa) petals (org),14.72,1.1,16.0
8210,2018,2018-07-17,og,3027.0,,Rosella (subdariffa) petals (org),78.4,1.1,86.24
8431,2018,2018-09-21,og,3027.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8928,2019,2019-12-09,og,3027.0,,Rosella (subdariffa) petals (org),10.1,15.0,151.5
9148,2020,2020-07-23,og,3027.0,,Rosella (subdariffa) petals (org),48.7,1.1,53.57
9645,2021,2021-12-07,og,3027.0,,Rosella (subdariffa) petals (org),17.4,1.1,19.0
10622,2022,2022-08-23,og,3027.0,,Rosella (subdariffa) petals (org),70.0,1.1,77.0
9369,2020,2020-07-23,og,3030.0,,Rosella (subdariffa) petals (org),44.8,1.1,47.48
9859,2021,2021-07-14,og,3030.0,,Rosella (subdariffa) petals (org),31.9,1.1,35.0
9874,2021,2021-07-14,og,3030.0,,Rosella (subdariffa) petals (org),46.8,1.1,51.0
9875,2021,2021-07-14,og,3030.0,,Rosella (subdariffa) petals (org),93.8,1.1,98.0
10052,2022,2022-08-07,og,3030.0,,Rosella (subdariffa) petals (org),48.0,1.1,53.0
10542,2022,2022-08-23,og,3030.0,,Rosella (subdariffa) petals (org),23.0,1.1,25.0
9074,2020,2020-07-23,og,3031.0,,Rosella (subdariffa) petals (org),23.2,1.1,23.72
9159,2020,2020-07-23,og,3031.0,,Rosella (subdariffa) petals (org),39.3,1.1,43.23
9379,2020,2020-07-23,og,3031.0,,Rosella (subdariffa) petals (org),39.6,1.1,40.86
9756,2021,2021-07-13,og,3031.0,,Rosella (subdariffa) petals (org),24.5,1.1,27.0
9644,2021,2021-12-07,og,3031.0,,Rosella (subdariffa) petals (org),25.2,1.1,28.0
10030,2022,2022-08-07,og,3031.0,,Rosella (subdariffa) petals (org),111.0,1.1,122.0
10049,2022,2022-08-07,og,3031.0,,Rosella (subdariffa) petals (org),102.0,1.1,112.0
10545,2022,2022-08-23,og,3031.0,,Rosella (subdariffa) petals (org),78.0,1.1,86.0
10067,2022,2022-09-07,og,3031.0,,Rosella (subdariffa) petals (org),104.0,1.1,114.0
10239,2022,2022-12-07,og,3031.0,,Rosella (subdariffa) petals (org),105.0,1.1,114.0
9373,2020,2020-07-23,og,3033.0,,Rosella (subdariffa) petals (org),34.0,1.1,36.5
10055,2022,2022-08-07,og,3033.0,,Rosella (subdariffa) petals (org),85.0,1.1,94.0
6718,2016,2016-07-21,og,3035.0,,Rosella (subdariffa) petals (org),119.0,1.1,131.0
7259,2017,2017-06-20,og,3035.0,,Rosella (subdariffa) petals (org),30.24,1.1,33.0
7395,2017,2017-07-14,og,3035.0,,Rosella (subdariffa) petals (org),49.88,1.1,55.0
7434,2017,2017-07-14,og,3035.0,,Rosella (subdariffa) seed (org),10.18,0.5,5.0
8233,2018,2018-07-17,og,3035.0,,Rosella (subdariffa) petals (org),129.1,1.1,142.01
8450,2018,2018-09-21,og,3035.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8934,2019,2019-12-09,og,3035.0,,Rosella (subdariffa) petals (org),11.5,15.0,172.5
9477,2020,2020-07-24,og,3035.0,,Rosella (subdariffa) petals (org),131.2,1.1,144.32
9844,2021,2021-07-14,og,3035.0,,Rosella (subdariffa) petals (org),112.0,1.1,123.0
10528,2022,2022-08-23,og,3035.0,,Rosella (subdariffa) petals (org),282.0,1.1,310.0
9374,2020,2020-07-23,og,3036.0,,Rosella (subdariffa) petals (org),43.7,1.1,46.27
9760,2021,2021-07-13,og,3036.0,,Rosella (subdariffa) petals (org),38.0,1.1,40.0
10053,2022,2022-08-07,og,3036.0,,Rosella (subdariffa) petals (org),127.0,1.1,140.0
10541,2022,2022-08-23,og,3036.0,,Rosella (subdariffa) petals (org),70.0,1.1,77.0
7256,2017,2017-06-20,og,3037.0,,Rosella (subdariffa) petals (org),37.87,1.1,42.0
7290,2017,2017-06-22,og,3037.0,,Rosella (subdariffa) seed (org),6.41,0.5,3.0
7394,2017,2017-07-14,og,3037.0,,Rosella (subdariffa) petals (org),31.31,1.1,34.0
7433,2017,2017-07-14,og,3037.0,,Rosella (subdariffa) seed (org),6.66,0.5,3.0
8232,2018,2018-07-17,og,3037.0,,Rosella (subdariffa) petals (org),15.1,1.1,16.61
8449,2018,2018-09-21,og,3037.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8935,2019,2019-12-09,og,3037.0,,Rosella (subdariffa) petals (org),8.0,15.0,120.0
9484,2020,2020-07-24,og,3037.0,,Rosella (subdariffa) petals (org),44.9,1.1,49.39
9841,2021,2021-07-14,og,3037.0,,Rosella (subdariffa) petals (org),50.4,1.1,55.0
9629,2021,2021-10-07,og,3037.0,,Rosella (subdariffa) petals (org),53.0,1.1,58.0
10062,2022,2022-08-07,og,3037.0,,Rosella (subdariffa) petals (org),47.0,1.1,52.0
10532,2022,2022-08-23,og,3037.0,,Rosella (subdariffa) petals (org),123.0,1.1,135.0
6738,2016,2016-07-21,og,3038.0,,Rosella (subdariffa) petals (org),19.4,1.1,21.0
7308,2017,2017-06-22,og,3038.0,,Rosella (subdariffa) seed (org),10.75,0.5,5.0
7389,2017,2017-07-14,og,3038.0,,Rosella (subdariffa) petals (org),24.4,1.1,27.0
9486,2020,2020-07-24,og,3038.0,,Rosella (subdariffa) petals (org),65.0,1.1,69.7
9846,2021,2021-07-14,og,3038.0,,Rosella (subdariffa) petals (org),42.4,1.1,47.0
10395,2022,2022-02-08,og,3038.0,,Rosella (subdariffa) petals (org),59.0,1.1,65.0
10531,2022,2022-08-23,og,3038.0,,Rosella (subdariffa) petals (org),56.0,1.1,62.0
9395,2020,2020-07-24,og,3039.0,,Rosella (subdariffa) petals (org),13.6,1.1,13.16
9494,2020,2020-08-20,og,3039.0,,Rosella (subdariffa) petals (org),6.3,1.1,5.13
9716,2021,2021-07-13,og,3039.0,,Rosella (subdariffa) petals (org),19.3,1.1,21.0
10404,2022,2022-02-08,og,3039.0,,Rosella (subdariffa) petals (org),96.0,1.1,106.0
10089,2022,2022-08-07,og,3039.0,,Rosella (subdariffa) petals (org),162.0,1.1,178.0
10208,2022,2022-11-07,og,3039.0,,Rosella (subdariffa) petals (org),145.0,1.1,160.0
9138,2020,2020-07-24,og,3040.0,,Rosella (subdariffa) petals (org),11.9,1.1,11.29
9711,2021,2021-07-13,og,3040.0,,Rosella (subdariffa) petals (org),26.8,1.1,29.0
10405,2022,2022-02-08,og,3040.0,,Rosella (subdariffa) petals (org),176.0,1.1,194.0
10093,2022,2022-08-07,og,3040.0,,Rosella (subdariffa) petals (org),76.0,1.1,84.0
10100,2022,2022-08-07,og,3040.0,,Rosella (subdariffa) petals (org),76.0,1.1,84.0
10211,2022,2022-11-07,og,3040.0,,Rosella (subdariffa) petals (org),250.0,1.1,275.0
6705,2016,2016-07-21,og,3041.0,,Rosella (subdariffa) petals (org),116.5,1.1,128.0
6706,2016,2016-07-21,og,3041.0,,Rosella (subdariffa) petals (org),46.3,1.1,51.0
7217,2017,2017-06-20,og,3041.0,,Rosella (subdariffa) petals (org),18.38,1.1,20.21
7715,2017,2017-07-08,og,3041.0,,Rosella (subdariffa) petals (org),8.33,1.1,9.0
7763,2017,2017-07-08,og,3041.0,,Rosella (subdariffa) seed (org),7.22,0.5,4.0
7466,2017,2017-07-15,og,3041.0,,Rosella (subdariffa) petals (org),67.03,1.1,74.0
7499,2017,2017-07-15,og,3041.0,,Rosella (subdariffa) seed (org),6.35,0.5,3.0
8183,2018,2018-07-17,og,3041.0,,Rosella (subdariffa) petals (org),68.0,1.1,74.8
8375,2018,2018-07-17,og,3041.0,,Rosella (subdariffa) petals (org),68.0,1.1,74.8
8396,2018,2018-08-14,og,3041.0,,Rosella (subdariffa) seed (org),16.0,0.5,8.0
8492,2018,2018-09-21,og,3041.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8947,2019,2019-12-09,og,3041.0,,Rosella (subdariffa) petals (org),1.8,15.0,27.0
9167,2020,2020-07-24,og,3041.0,,Rosella (subdariffa) petals (org),33.7,1.1,37.07
9724,2021,2021-07-13,og,3041.0,,Rosella (subdariffa) petals (org),68.1,1.1,75.0
10403,2022,2022-02-08,og,3041.0,,Rosella (subdariffa) petals (org),56.0,1.1,62.0
10573,2022,2022-08-23,og,3041.0,,Rosella (subdariffa) petals (org),48.0,1.1,53.0
10214,2022,2022-11-07,og,3041.0,,Rosella (subdariffa) petals (org),187.0,1.1,206.0
6646,2016,2016-07-21,og,3043.0,,Rosella (subdariffa) petals (org),49.3,1.1,54.0
7216,2017,2017-06-20,og,3043.0,,Rosella (subdariffa) petals (org),9.63,1.1,10.59
7278,2017,2017-06-22,og,3043.0,,Rosella (subdariffa) seed (org),5.16,0.5,3.0
7467,2017,2017-07-15,og,3043.0,,Rosella (subdariffa) petals (org),57.99,1.1,64.0
7510,2017,2017-07-15,og,3043.0,,Rosella (subdariffa) seed (org),3.25,0.5,2.0
8186,2018,2018-07-17,og,3043.0,,Rosella (subdariffa) petals (org),58.4,1.1,64.24
8379,2018,2018-07-17,og,3043.0,,Rosella (subdariffa) petals (org),58.4,1.1,64.24
8489,2018,2018-09-21,og,3043.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8943,2019,2019-12-09,og,3043.0,,Rosella (subdariffa) petals (org),7.7,15.0,115.5
9133,2020,2020-07-24,og,3043.0,,Rosella (subdariffa) petals (org),35.8,1.1,39.38
9720,2021,2021-07-13,og,3043.0,,Rosella (subdariffa) petals (org),48.1,1.1,53.0
9726,2021,2021-07-13,og,3043.0,,Rosella (subdariffa) petals (org),83.6,1.1,92.0
10399,2022,2022-02-08,og,3043.0,,Rosella (subdariffa) petals (org),93.0,1.1,102.0
10106,2022,2022-08-07,og,3043.0,,Rosella (subdariffa) petals (org),106.0,1.1,117.0
6692,2016,2016-07-21,og,3044.0,,Rosella (subdariffa) petals (org),76.6,1.1,84.0
7215,2017,2017-06-20,og,3044.0,,Rosella (subdariffa) petals (org),15.38,1.1,17.0
7468,2017,2017-07-15,og,3044.0,,Rosella (subdariffa) petals (org),13.35,1.1,15.0
8185,2018,2018-07-17,og,3044.0,,Rosella (subdariffa) petals (org),55.0,1.1,60.5
8378,2018,2018-07-17,og,3044.0,,Rosella (subdariffa) petals (org),55.0,1.1,60.5
8490,2018,2018-09-21,og,3044.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8945,2019,2019-12-09,og,3044.0,,Rosella (subdariffa) petals (org),5.7,15.0,85.5
9131,2020,2020-07-24,og,3044.0,,Rosella (subdariffa) petals (org),36.3,1.1,39.93
9169,2020,2020-07-24,og,3044.0,,Rosella (subdariffa) petals (org),29.1,1.1,30.21
9721,2021,2021-07-13,og,3044.0,,Rosella (subdariffa) petals (org),47.2,1.1,52.0
10107,2022,2022-08-07,og,3044.0,,Rosella (subdariffa) petals (org),136.0,1.1,150.0
6702,2016,2016-07-21,og,3046.0,,Rosella (subdariffa) petals (org),101.1,1.1,111.0
7219,2017,2017-06-20,og,3046.0,,Rosella (subdariffa) petals (org),45.82,1.1,50.4
7718,2017,2017-07-08,og,3046.0,,Rosella (subdariffa) petals (org),50.29,1.1,55.0
7765,2017,2017-07-08,og,3046.0,,Rosella (subdariffa) seed (org),5.87,0.5,3.0
7472,2017,2017-07-15,og,3046.0,,Rosella (subdariffa) petals (org),72.46,1.1,80.0
7511,2017,2017-07-15,og,3046.0,,Rosella (subdariffa) seed (org),14.15,0.5,7.0
8188,2018,2018-07-17,og,3046.0,,Rosella (subdariffa) petals (org),138.3,1.1,152.13
8381,2018,2018-07-17,og,3046.0,,Rosella (subdariffa) petals (org),138.3,1.1,152.13
8401,2018,2018-08-14,og,3046.0,,Rosella (subdariffa) seed (org),11.0,0.5,5.5
8488,2018,2018-09-21,og,3046.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8944,2019,2019-12-09,og,3046.0,,Rosella (subdariffa) petals (org),25.1,15.0,376.5
9166,2020,2020-07-24,og,3046.0,,Rosella (subdariffa) petals (org),175.4,1.1,192.94
9173,2020,2020-07-24,og,3046.0,,Rosella (subdariffa) petals (org),10.0,1.1,10.1
9715,2021,2021-07-13,og,3046.0,,Rosella (subdariffa) petals (org),154.5,1.1,170.0
9531,2021,2021-08-24,og,3046.0,,Rosella (subdariffa) petals (org),16.1,1.1,18.0
10108,2022,2022-08-07,og,3046.0,,Rosella (subdariffa) petals (org),149.0,1.1,164.0
10575,2022,2022-08-23,og,3046.0,,Rosella (subdariffa) petals (org),31.0,1.1,34.0
6693,2016,2016-07-21,og,3050.0,,Rosella (subdariffa) petals (org),37.0,1.1,41.0
7240,2017,2017-06-20,og,3050.0,,Rosella (subdariffa) petals (org),25.69,1.1,28.0
8191,2018,2018-07-17,og,3050.0,,Rosella (subdariffa) petals (org),38.1,1.1,41.91
8384,2018,2018-07-17,og,3050.0,,Rosella (subdariffa) petals (org),38.1,1.1,41.91
8397,2018,2018-08-14,og,3050.0,,Rosella (subdariffa) seed (org),19.0,0.5,9.5
8479,2018,2018-09-21,og,3050.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
9264,2020,2020-07-24,og,3050.0,,Rosella (subdariffa) petals (org),6.4,1.1,7.04
9880,2021,2021-07-14,og,3050.0,,Rosella (subdariffa) petals (org),7.7,1.1,8.0
10372,2022,2022-07-16,og,3050.0,,Rosella (subdariffa) petals (org),98.0,1.1,108.0
10068,2022,2022-09-07,og,3050.0,,Rosella (subdariffa) petals (org),98.0,1.1,108.0
7751,2017,2017-09-08,og,3053.0,,Rosella (subdariffa) petals (org),52.42,1.1,58.0
8276,2018,2018-07-16,og,3053.0,,Rosella (subdariffa) petals (org),237.1,1.1,260.81
9001,2019,2019-09-14,og,3053.0,,Rosella (subdariffa) petals (org),29.7,15.0,445.5
9254,2020,2020-07-27,og,3053.0,,Rosella (subdariffa) petals (org),36.5,1.1,37.45
6660,2016,2016-07-20,og,3056.0,,Rosella (subdariffa) petals (org),60.0,1.1,66.0
7740,2017,2017-09-08,og,3056.0,,Rosella (subdariffa) petals (org),5.34,1.1,6.0
8269,2018,2018-07-16,og,3056.0,,Rosella (subdariffa) petals (org),57.6,1.1,63.36
9002,2019,2019-09-14,og,3056.0,,Rosella (subdariffa) petals (org),14.0,15.0,210.0
9341,2020,2020-07-27,og,3056.0,,Rosella (subdariffa) petals (org),40.6,1.1,44.66
9505,2020,2020-07-27,og,3056.0,,Rosella (subdariffa) petals (org),413.8,1.1,455.18
9947,2021,2021-07-16,og,3056.0,,Rosella (subdariffa) petals (org),57.2,1.1,63.0
10307,2022,2022-07-13,og,3056.0,,Rosella (subdariffa) petals (org),25.0,1.1,28.0
6652,2016,2016-07-20,og,3059.0,,Rosella (subdariffa) petals (org),64.1,1.1,71.0
7745,2017,2017-09-08,og,3059.0,,Rosella (subdariffa) petals (org),30.48,1.1,34.0
8265,2018,2018-07-16,og,3059.0,,Rosella (subdariffa) petals (org),82.0,1.1,96.02
9020,2019,2019-09-14,og,3059.0,,Rosella (subdariffa) petals (org),42.8,15.0,615.0
9339,2020,2020-07-27,og,3059.0,,Rosella (subdariffa) petals (org),26.9,1.1,29.59
9906,2021,2021-07-14,og,3059.0,,Rosella (subdariffa) petals (org),49.1,1.1,54.0
9943,2021,2021-07-16,og,3059.0,,Rosella (subdariffa) petals (org),104.6,1.1,115.0
10331,2022,2022-07-13,og,3059.0,,Rosella (subdariffa) petals (org),89.0,1.1,98.0
10431,2022,2022-09-27,og,3059.0,,Rosella (subdariffa) petals (org),69.0,1.1,76.0
6653,2016,2016-07-20,og,3061.0,,Rosella (subdariffa) petals (org),24.1,1.1,27.0
7736,2017,2017-09-08,og,3061.0,,Rosella (subdariffa) petals (org),74.04,1.1,81.0
8262,2018,2018-07-16,og,3061.0,,Rosella (subdariffa) petals (org),31.0,1.1,34.1
9124,2020,2020-07-27,og,3061.0,,Rosella (subdariffa) petals (org),3.0,1.1,3.3
9939,2021,2021-07-16,og,3061.0,,Rosella (subdariffa) petals (org),125.3,1.1,138.0
6654,2016,2016-07-20,og,3064.0,,Rosella (subdariffa) petals (org),37.2,1.1,41.0
7743,2017,2017-09-08,og,3064.0,,Rosella (subdariffa) petals (org),27.84,1.1,30.0
8277,2018,2018-07-16,og,3064.0,,Rosella (subdariffa) petals (org),133.9,1.1,147.29
9018,2019,2019-09-14,og,3064.0,,Rosella (subdariffa) petals (org),28.2,15.0,342.0
9907,2021,2021-07-14,og,3064.0,,Rosella (subdariffa) petals (org),89.9,1.1,99.0
6661,2016,2016-07-20,og,3068.0,,Rosella (subdariffa) petals (org),44.5,1.1,49.0
7747,2017,2017-09-08,og,3068.0,,Rosella (subdariffa) petals (org),28.55,1.1,31.0
8273,2018,2018-07-16,og,3068.0,,Rosella (subdariffa) petals (org),101.6,1.1,111.76
9011,2019,2019-09-14,og,3068.0,,Rosella (subdariffa) petals (org),47.4,15.0,657.0
9012,2019,2019-09-14,og,3068.0,,Rosella (subdariffa) petals (org),47.4,15.0,657.0
9123,2020,2020-07-27,og,3068.0,,Rosella (subdariffa) petals (org),94.8,1.1,104.28
9933,2021,2021-07-16,og,3068.0,,Rosella (subdariffa) petals (org),17.0,1.1,19.0
10310,2022,2022-07-13,og,3068.0,,Rosella (subdariffa) petals (org),58.0,1.1,64.0
6655,2016,2016-07-20,og,3070.0,,Rosella (subdariffa) petals (org),38.4,1.1,42.0
7757,2017,2017-09-08,og,3070.0,,Rosella (subdariffa) petals (org),103.85,1.1,114.0
8278,2018,2018-07-16,og,3070.0,,Rosella (subdariffa) petals (org),11.4,1.1,12.54
9255,2020,2020-07-27,og,3070.0,,Rosella (subdariffa) petals (org),21.6,1.1,21.06
9927,2021,2021-07-16,og,3070.0,,Rosella (subdariffa) petals (org),24.1,1.1,27.0
10445,2022,2022-05-10,og,3070.0,,Rosella (subdariffa) petals (org),61.0,1.1,67.0
10456,2022,2022-08-27,og,3070.0,,Rosella (subdariffa) petals (org),100.0,1.1,110.0
6656,2016,2016-07-20,og,3071.0,,Rosella (subdariffa) petals (org),78.4,1.1,86.0
7754,2017,2017-09-08,og,3071.0,,Rosella (subdariffa) petals (org),7.76,1.1,9.0
8279,2018,2018-07-16,og,3071.0,,Rosella (subdariffa) petals (org),39.8,1.1,43.78
9000,2019,2019-09-14,og,3071.0,,Rosella (subdariffa) petals (org),130.0,15.0,1869.0
9258,2020,2020-07-27,og,3071.0,,Rosella (subdariffa) petals (org),73.9,1.1,73.19
9924,2021,2021-07-16,og,3071.0,,Rosella (subdariffa) petals (org),70.7,1.1,78.0
10446,2022,2022-05-10,og,3071.0,,Rosella (subdariffa) petals (org),48.0,1.1,53.0
10455,2022,2022-08-27,og,3071.0,,Rosella (subdariffa) petals (org),40.0,1.1,44.0
9160,2020,2020-07-23,og,3104.0,,Rosella (subdariffa) petals (org),64.5,1.1,67.35
9646,2021,2021-12-07,og,3104.0,,Rosella (subdariffa) petals (org),48.5,1.1,53.0
10025,2022,2022-08-07,og,3104.0,,Rosella (subdariffa) petals (org),148.0,1.1,163.0
10621,2022,2022-08-23,og,3104.0,,Rosella (subdariffa) petals (org),130.0,1.1,143.0
9458,2020,2020-07-23,og,3109.0,,Rosella (subdariffa) petals (org),16.8,1.1,16.68
9812,2021,2021-07-14,og,3109.0,,Rosella (subdariffa) petals (org),23.9,1.1,26.0
10157,2022,2022-09-07,og,3109.0,,Rosella (subdariffa) petals (org),86.0,1.1,95.0
6748,2016,2016-07-21,og,3110.0,,Rosella (subdariffa) petals (org),50.7,1.1,56.0
7245,2017,2017-06-20,og,3110.0,,Rosella (subdariffa) petals (org),19.47,1.1,21.0
7408,2017,2017-07-14,og,3110.0,,Rosella (subdariffa) petals (org),17.72,1.1,19.0
7435,2017,2017-07-14,og,3110.0,,Rosella (subdariffa) seed (org),5.68,0.5,3.0
8223,2018,2018-07-17,og,3110.0,,Rosella (subdariffa) petals (org),43.4,1.1,47.74
8483,2018,2018-09-21,og,3110.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8903,2019,2019-12-09,og,3110.0,,Rosella (subdariffa) petals (org),23.3,15.0,349.5
9352,2020,2020-07-23,og,3110.0,,Rosella (subdariffa) petals (org),18.5,1.1,20.35
9362,2020,2020-07-23,og,3110.0,,Rosella (subdariffa) petals (org),50.4,1.1,55.44
9826,2021,2021-07-14,og,3110.0,,Rosella (subdariffa) petals (org),30.6,1.1,34.0
10167,2022,2022-09-07,og,3110.0,,Rosella (subdariffa) petals (org),114.0,1.1,125.0
6657,2016,2016-07-20,og,3147.0,,Rosella (subdariffa) petals (org),41.3,1.1,46.0
7744,2017,2017-09-08,og,3147.0,,Rosella (subdariffa) petals (org),13.65,1.1,15.0
8270,2018,2018-07-16,og,3147.0,,Rosella (subdariffa) petals (org),88.8,1.1,97.68
9026,2019,2019-09-14,og,3147.0,,Rosella (subdariffa) petals (org),30.3,15.0,454.5
9129,2020,2020-07-27,og,3147.0,,Rosella (subdariffa) petals (org),32.4,1.1,35.64
9908,2021,2021-07-14,og,3147.0,,Rosella (subdariffa) petals (org),55.7,1.1,61.0
9944,2021,2021-07-16,og,3147.0,,Rosella (subdariffa) petals (org),92.0,1.1,101.0
10432,2022,2022-09-27,og,3147.0,,Rosella (subdariffa) petals (org),78.0,1.1,86.0
6640,2016,2016-07-21,og,3463.0,,Rosella (subdariffa) petals (org),105.0,1.1,116.0
7227,2017,2017-06-20,og,3463.0,,Rosella (subdariffa) petals (org),27.9,1.1,30.7
7282,2017,2017-06-22,og,3463.0,,Rosella (subdariffa) seed (org),14.61,0.5,7.0
7723,2017,2017-07-08,og,3463.0,,Rosella (subdariffa) petals (org),23.19,1.1,26.0
7460,2017,2017-07-15,og,3463.0,,Rosella (subdariffa) petals (org),70.74,1.1,78.0
7517,2017,2017-07-15,og,3463.0,,Rosella (subdariffa) seed (org),19.56,0.5,10.0
8179,2018,2018-07-17,og,3463.0,,Rosella (subdariffa) petals (org),59.4,1.1,65.34
8371,2018,2018-07-17,og,3463.0,,Rosella (subdariffa) petals (org),59.4,1.1,65.34
8388,2018,2018-08-14,og,3463.0,,Rosella (subdariffa) petals (org),20.0,1.1,22.0
8438,2018,2018-09-21,og,3463.0,,Strophanthus (kombe) seed (con),8.0,10.5,84.0
8930,2019,2019-12-09,og,3463.0,,Rosella (subdariffa) petals (org),31.7,15.0,475.5
