,date_updated,type,og_nr,wc_nr,total_area_(hectare),field_organic_status
13552,2022-08-23,og,20375.0,,0.5,Org
3510,2021-05-13,og,20377.0,,2.2,Mabagrown
13554,2022-08-23,og,20377.0,,0.5,Org
13655,2022-08-16,og,20470.0,,2.4,org uncert
13647,2022-08-26,og,20470.0,,2.0,Org
2524,2021-05-11,og,20752.0,,1.1,Con
3356,2021-05-10,og,20822.0,,1.6,Con
5495,2021-05-12,og,20853.0,,2.0,Con
446,2021-05-03,og,20894.0,,3.0,Mabagrown
2663,2021-05-05,og,21010.0,,1.6,Mabagrown
3575,2021-05-11,og,21017.0,,1.6,Con
2649,2021-05-03,og,21028.0,,1.6,Con
2686,2021-05-03,og,21029.0,,1.6,Con
2641,2021-05-03,og,21030.0,,1.6,Con
2698,2021-05-03,og,21032.0,,1.6,Con
2682,2021-05-03,og,21039.0,,1.6,Con
5783,2021-05-10,og,21501.0,,2.0,Con
5683,2021-05-12,og,21519.0,,1.6,Con
5674,2021-05-10,og,21539.0,,2.0,Mabagrown
5713,2021-05-10,og,21543.0,,1.6,Con
3938,2021-05-04,og,21701.0,,1.7999999999999998,Con
3951,2021-05-04,og,21707.0,,2.0999999999999996,Con
3970,2021-05-03,og,21712.0,,1.2000000000000002,Mabagrown
3961,2021-05-03,og,21714.0,,3.0,Mabagrown
3934,2021-05-03,og,21716.0,,1.5,Mabagrown
5354,2021-05-03,og,21732.0,,3.0,Con
5376,2021-05-08,og,21843.0,,3.4,Con
6613,2021-05-13,og,22453.0,,4.0,Con
6312,2021-05-13,og,22456.0,,1.6,Con
6379,2021-05-13,og,23502.0,,1.6,Con
2920,2021-05-10,og,23505.0,,1.2000000000000002,Con
6301,2021-05-13,og,23513.0,,1.2000000000000002,Con
3712,2021-05-09,og,23534.0,,1.8,Con
5429,2021-05-12,og,23543.0,,3.0,Mabagrown
4070,2021-05-11,og,23545.0,,3.0,Mabagrown
3697,2021-05-08,og,23550.0,,1.8,Mabagrown
3686,2021-05-08,og,23551.0,,3.8,Con
3689,2021-05-08,og,23556.0,,1.6,Mabagrown
3705,2021-05-08,og,23557.0,,2.2,Con
6211,2021-05-03,og,23568.0,,5.0,Mabagrown
3983,2021-05-06,og,23587.0,,1.0,Con
3834,2021-05-06,og,23588.0,,0.4,Mabagrown
2791,2021-05-12,og,23598.0,,2.7,Mabagrown
3643,2021-05-05,og,23602.0,,3.6,Con
3822,2021-05-06,og,23603.0,,1.2,Con
3718,2021-05-09,og,23615.0,,1.6,Mabagrown
3665,2021-05-05,og,23622.0,,1.2000000000000002,Con
6656,2021-05-04,og,23623.0,,1.6,Con
4086,2021-05-10,og,23630.0,,3.0,Mabagrown
3669,2021-05-05,og,23638.0,,1.6,Con
4090,2021-05-07,og,23646.0,,3.0,Mabagrown
3739,2021-05-06,og,23653.0,,1.2000000000000002,Con
4036,2021-05-04,og,23658.0,,3.0,Mabagrown
4032,2021-05-05,og,23659.0,,1.2000000000000002,Mabagrown
6413,2021-05-13,og,23660.0,,1.6,Con
6400,2021-05-13,og,23661.0,,1.6,Mabagrown
6391,2021-05-13,og,23662.0,,0.8,Mabagrown
6389,2021-05-13,og,23663.0,,1.6,Con
6467,2021-05-13,og,23664.0,,1.2000000000000002,Con
6476,2021-05-13,og,23665.0,,2.0,Con
6181,2021-05-19,og,23667.0,,1.6,Mabagrown
6052,2021-05-15,og,23671.0,,2.0,Mabagrown
6021,2021-05-23,og,23672.0,,1.2000000000000002,Mabagrown
6018,2021-05-23,og,23673.0,,1.2000000000000002,Con
6027,2021-05-23,og,23674.0,,1.2000000000000002,Con
6035,2021-05-18,og,23676.0,,3.0,Con
6039,2021-05-24,og,23677.0,,3.0,Con
6250,2021-05-21,og,23681.0,,1.6,Con
3927,2021-05-11,og,23692.0,,1.2000000000000002,Mabagrown
6101,2021-05-28,og,23698.0,,1.2000000000000002,Con
3620,2021-05-13,og,23705.0,,1.2,Mabagrown
4754,2021-05-03,og,23710.0,,4.8,Con
6446,2021-05-13,og,23731.0,,1.2000000000000002,Con
6203,2021-05-21,og,23732.0,,1.2000000000000002,Con
3956,2021-05-05,og,23741.0,,1.5,Con
3975,2021-05-05,og,23746.0,,2.4000000000000004,Con
3959,2021-05-05,og,23748.0,,4.0,Con
3942,2021-05-04,og,23749.0,,1.7999999999999998,Con
3946,2021-05-04,og,23751.0,,2.0999999999999996,Con
5835,2021-05-03,og,23797.0,,1.6,Con
4348,2021-05-03,og,23853.0,,4.75,Con
6715,2021-05-13,og,24245.0,,1.6,Con
5148,2021-05-03,og,24302.0,,1.2000000000000002,Con
6358,2021-05-28,og,24308.0,,1.6,Con
6145,2021-05-28,og,24310.0,,1.6,Mabagrown
6142,2021-05-28,og,24311.0,,1.6,Con
4912,2021-05-06,og,24313.0,,1.2000000000000002,Con
4908,2021-04-05,og,24314.0,,1.2000000000000002,Con
4901,2021-05-06,og,24315.0,,0.8,Mabagrown
4904,2021-05-04,og,24325.0,,0.8,Mabagrown
4951,2021-05-06,og,24326.0,,1.2000000000000002,Con
6516,2021-05-06,og,24338.0,,1.2000000000000002,Mabagrown
6325,2021-05-05,og,24340.0,,1.2000000000000002,Con
6363,2021-05-05,og,24344.0,,1.2000000000000002,Con
5357,2021-05-03,og,24378.0,,1.2000000000000002,Con
3755,2021-05-09,og,24381.0,,0.8,Mabagrown
3735,2021-06-09,og,24384.0,,0.8,Con
4018,2021-05-07,og,24385.0,,1.2000000000000002,Con
4050,2021-05-08,og,24388.0,,3.0,Mabagrown
6031,2021-05-23,og,24389.0,,1.2000000000000002,Con
4896,2021-05-12,og,24390.0,,3.0,Con
4065,2021-05-11,og,24391.0,,3.0,Mabagrown
4899,2021-05-12,og,24394.0,,3.0,Con
6486,2021-05-13,og,24396.0,,0.8,Con
5444,2021-05-05,og,24428.0,,1.6,Con
2951,2021-05-06,og,24428.0,,3.0999999999999996,Con
3775,2021-05-06,og,24431.0,,1.2000000000000002,Con
3722,2021-05-06,og,24432.0,,1.2000000000000002,Mabagrown
3758,2021-05-06,og,24435.0,,1.2000000000000002,Mabagrown
3772,2021-05-06,og,24437.0,,1.2000000000000002,Mabagrown
3051,2012-05-04,og,24713.0,,0.4,Con
3052,2021-05-04,og,24713.0,,2.5,Con
3965,2021-05-03,og,24721.0,,1.0,Mabagrown
3023,2021-05-05,og,24750.0,,2.8,Mabagrown
3015,2021-05-05,og,24753.0,,1.6,Con
3009,2021-05-05,og,24756.0,,1.3,Con
6343,2021-05-03,og,24763.0,,1.2000000000000002,Mabagrown
6329,2021-05-01,og,24764.0,,1.2000000000000002,Con
6526,2021-05-04,og,24765.0,,3.2,Mabagrown
6347,2021-05-04,og,24767.0,,1.2000000000000002,Mabagrown
6320,2021-05-01,og,24770.0,,1.2000000000000002,Con
6170,2021-05-08,og,24778.0,,1.2000000000000002,Con
6264,2021-05-17,og,24779.0,,1.2000000000000002,Con
6277,2021-05-17,og,24781.0,,1.2000000000000002,Con
6295,2021-05-07,og,24787.0,,1.2000000000000002,Mabagrown
5972,2021-08-17,og,24788.0,,1.2000000000000002,Mabagrown
5974,2021-08-07,og,24788.0,,0.4,Con
6316,2021-05-13,og,24791.0,,1.6,Con
5800,2021-05-07,og,24802.0,,2.0,Con
5814,2021-05-13,og,24807.0,,2.0,Con
5818,2021-05-13,og,24808.0,,2.0,Mabagrown
5650,2021-05-13,og,24810.0,,2.0,Con
5624,2021-05-15,og,24816.0,,2.0,Mabagrown
5822,2021-05-14,og,24821.0,,1.6,Con
5982,2021-05-14,og,24826.0,,1.6,Con
5852,2021-05-10,og,24830.0,,2.0,Con
3163,2021-05-04,og,24865.0,,4.1,Mabagrown
5669,2021-05-11,og,24873.0,,0.8,Mabagrown
3200,2021-05-04,og,24879.0,,3.9,Con
2938,2021-05-06,og,24880.0,,3.1,Mabagrown
3149,2021-05-04,og,24881.0,,2.0,Con
3169,2021-05-04,og,24884.0,,2.0,Con
4481,2021-06-21,og,24886.0,,1.6,Con
4513,2021-05-03,og,24891.0,,4.8,Con
5576,2021-05-07,og,24897.0,,1.8,Mabagrown
5506,2021-05-12,og,24899.0,,1.6,Mabagrown
3176,2021-05-04,og,24906.0,,3.1,Con
4484,2021-05-12,og,24907.0,,0.8,Con
4543,2021-05-13,og,24907.0,,0.8,Con
5667,2021-05-12,og,24916.0,,1.6,Con
5742,2021-05-10,og,24923.0,,1.6,Mabagrown
5727,2021-05-10,og,24927.0,,1.6,Mabagrown
5732,2021-05-10,og,24929.0,,1.6,Mabagrown
5796,2021-05-10,og,24930.0,,1.6,Con
6005,2021-05-10,og,24936.0,,2.0,Con
5765,2021-05-05,og,24944.0,,1.6,Con
4769,2021-05-11,og,24960.0,,6.6000000000000005,Con
4763,2021-05-11,og,24965.0,,3.2,Con
5616,2021-05-12,og,24968.0,,1.6,Mabagrown
5999,2021-05-14,og,24974.0,,1.6,Con
5994,2021-05-11,og,24978.0,,2.0,Con
5323,2021-05-11,og,24987.0,,5.4,Con
6284,2021-05-06,og,25042.0,,1.6,Mabagrown
6255,2021-05-21,og,25044.0,,2.0,Con
4776,2021-05-13,og,25050.0,,3.2,Con
2835,2021-05-13,og,25051.0,,1.5,Mabagrown
3371,2021-08-10,og,25063.0,,2.3,Con
2509,2021-05-10,og,25069.0,,1.5,Con
2511,2021-05-10,og,25071.0,,1.3,Mabagrown
2515,2021-05-10,og,25074.0,,1.2000000000000002,Mabagrown
2504,2021-05-10,og,25089.0,,0.6000000000000001,Con
2730,2021-05-09,og,25093.0,,2.2,Con
3495,2021-05-14,og,25099.0,,1.2000000000000002,Mabagrown
4700,2021-05-03,og,25100.0,,2.0,Mabagrown
2544,2021-05-03,og,25102.0,,1.6,Mabagrown
4715,2021-05-05,og,25106.0,,2.5,Con
5395,2021-05-08,og,25130.0,,3.0,Mabagrown
4040,2021-05-05,og,25133.0,,3.0,Mabagrown
4003,2021-05-03,og,25137.0,,3.0,Con
4048,2021-05-05,og,25142.0,,3.0,Con
6086,2021-05-19,og,25146.0,,3.0,Mabagrown
5417,2021-05-11,og,25149.0,,1.2000000000000002,Mabagrown
6067,2021-05-19,og,25150.0,,1.2000000000000002,Con
6070,2021-05-24,og,25151.0,,3.0,Mabagrown
6597,2021-05-13,og,25154.0,,1.6,Con
3731,2021-05-09,og,25156.0,,0.8,Mabagrown
3765,2021-05-06,og,25160.0,,1.6,Mabagrown
6268,2021-05-21,og,25171.0,,1.6,Con
6228,2021-05-19,og,25173.0,,1.6,Con
2762,2021-05-03,og,25179.0,,3.0,Con
2754,2021-05-03,og,25180.0,,9.3,Con
2891,2021-05-03,og,25181.0,,2.8,Con
6398,2021-05-13,og,25184.0,,2.0,Con
3626,2021-05-13,og,25185.0,,2.3000000000000003,Con
3932,2021-05-11,og,25186.0,,0.9,Con
5129,2021-05-13,og,25189.0,,0.6000000000000001,Con
3616,2021-05-12,og,25189.0,,1.0,Con
6291,2021-05-06,og,25202.0,,2.0,Con
4811,2021-05-13,og,25205.0,,1.2,Con
3841,2021-05-07,og,25211.0,,2.6,Con
4944,2021-05-07,og,25212.0,,1.6,Con
3874,2021-05-07,og,25213.0,,1.0,Con
3552,2021-05-13,og,25222.0,,1.2000000000000002,Con
3556,2021-05-04,og,25224.0,,1.6,Con
3435,2021-05-13,og,25224.0,,0.8,Con
3390,2021-05-04,og,25235.0,,2.4000000000000004,Mabagrown
3290,2021-05-03,og,25238.0,,1.6,Con
3330,2021-05-03,og,25239.0,,1.6,Con
3285,2021-04-03,og,25240.0,,1.2000000000000002,Con
6776,2021-05-20,og,25252.0,,1.6,Con
2735,2021-05-08,og,25254.0,,1.6,Con
4232,2021-05-12,og,25270.0,,2.0,Con
4124,2021-05-12,og,25271.0,,3.84,Mabagrown
4863,2021-05-03,og,25272.0,,1.1,Mabagrown
5188,2021-05-04,og,25273.0,,1.6,Con
5234,2021-05-08,og,25274.0,,1.6,Con
4285,2021-05-04,og,25279.0,,1.8,Mabagrown
3078,2021-05-03,og,25282.0,,2.5,Con
3111,2021-05-03,og,25283.0,,1.3,Mabagrown
2993,2021-05-07,og,25287.0,,2.7,Mabagrown
4175,2021-05-03,og,25290.0,,3.84,Con
2856,2021-05-10,og,25293.0,,2.0,Con
4100,2021-05-12,og,25295.0,,1.3,Con
3105,2021-05-03,og,25296.0,,2.6,Con
3099,2021-05-03,og,25298.0,,1.7,Con
2980,2021-05-07,og,25302.0,,3.0,Con
3208,2021-05-03,og,25304.0,,2.9,Mabagrown
2818,2021-05-07,og,25306.0,,3.1,Con
5901,2021-05-04,og,25311.0,,1.4000000000000001,Con
5897,2021-05-04,og,25313.0,,2.0,Con
5907,2021-05-04,og,25315.0,,2.6,Con
5937,2021-05-04,og,25316.0,,1.4,Con
5890,2021-05-04,og,25320.0,,1.0,Con
5920,2021-05-04,og,25321.0,,7.8,Con
5926,2021-05-04,og,25323.0,,1.1,
5924,2021-05-04,og,25325.0,,1.6,Con
5583,2021-05-06,og,25329.0,,1.6,Con
4501,2021-05-06,og,25332.0,,2.0,Con
6011,2021-05-12,og,25334.0,,3.2,Con
5536,2021-05-12,og,25337.0,,2.4000000000000004,Mabagrown
4489,2021-05-12,og,25341.0,,1.6,Mabagrown
4519,2021-05-12,og,25345.0,,0.8,Con
4531,2021-05-13,og,25353.0,,0.6000000000000001,Mabagrown
4525,2021-05-12,og,25353.0,,0.8,Mabagrown
5608,2021-05-06,og,25355.0,,2.0,Con
5590,2021-05-06,og,25356.0,,3.0,Con
4529,2021-05-13,og,25364.0,,0.6000000000000001,Con
4568,2021-05-06,og,25366.0,,0.4,Con
5556,2021-05-13,og,25368.0,,2.8,Con
5548,2021-05-13,og,25369.0,,1.4000000000000001,Mabagrown
5563,2021-05-07,og,25370.0,,2.4000000000000004,Con
5470,2021-05-13,og,25377.0,,2.2,Con
5573,2021-05-07,og,25380.0,,2.5,Con
4503,2021-05-06,og,25383.0,,2.4,Mabagrown
4557,2021-05-06,og,25384.0,,1.4000000000000001,Con
4562,2021-05-06,og,25390.0,,1.4000000000000001,Con
4477,2021-05-12,og,25397.0,,1.6,Con
4487,2021-05-12,og,25399.0,,0.8,Con
4572,2021-05-06,og,25404.0,,2.6,Con
4403,2021-05-04,og,25405.0,,2.0,Con
4420,2021-05-03,og,25407.0,,1.2000000000000002,Mabagrown
4565,2021-05-04,og,25408.0,,1.2,Con
4580,2021-05-03,og,25412.0,,1.6,Con
4410,2021-05-03,og,25415.0,,2.0,Con
4417,2021-05-03,og,25418.0,,2.0,Con
4378,2021-05-03,og,25421.0,,3.0,Con
4414,2021-05-03,og,25422.0,,1.4000000000000001,Con
2958,2021-05-06,og,25426.0,,3.5,Con
4381,2021-05-04,og,25433.0,,1.4000000000000001,Con
4370,2021-05-04,og,25443.0,,1.2000000000000002,Mabagrown
4386,2021-05-04,og,25446.0,,1.9,Con
4394,2021-05-04,og,25450.0,,0.8,Con
5236,2021-05-06,og,25459.0,,2.0,Mabagrown
3186,2021-05-05,og,25459.0,,3.0,Con
5242,2021-05-06,og,25463.0,,2.0,Con
3178,2021-05-05,og,25464.0,,3.3,Con
5497,2021-05-12,og,25466.0,,1.8000000000000003,Con
5516,2021-05-12,og,25467.0,,2.4000000000000004,Con
5528,2021-05-12,og,25469.0,,2.0,Con
5594,2021-05-06,og,25470.0,,1.7000000000000002,Con
5521,2021-05-12,og,25475.0,,0.6000000000000001,Mabagrown
5534,2021-05-12,og,25477.0,,1.8000000000000003,Con
5512,2021-05-12,og,25484.0,,1.0,Con
5504,,og,25490.0,,,Mabagrown
6015,2021-05-12,og,25490.0,,0.4,Mabagrown
6660,2021-05-13,og,25500.0,,2.2,Con
4201,2021-05-05,og,25501.0,,2.0,Con
4857,2021-05-05,og,25508.0,,1.7999999999999998,Con
5204,2021-05-04,og,25510.0,,1.2000000000000002,Con
4866,2021-05-03,og,25512.0,,1.0,Mabagrown
4814,2021-05-13,og,25513.0,,1.4000000000000001,Con
4882,2021-05-03,og,25515.0,,1.2000000000000002,Mabagrown
5489,2021-05-08,og,25519.0,,3.6,Con
5192,2021-05-04,og,25520.0,,2.0,Con
4887,2021-05-03,og,25521.0,,1.4,Con
5212,2021-05-04,og,25522.0,,1.2000000000000002,Con
4851,2021-05-05,og,25524.0,,1.4,Mabagrown
5200,2021-05-04,og,25525.0,,1.2000000000000002,Con
4832,2021-05-05,og,25526.0,,1.4,Con
5219,2021-05-04,og,25531.0,,1.0,Con
6747,2021-05-04,og,25533.0,,0.9,Con
4830,2021-05-06,og,25534.0,,1.2000000000000002,Con
4820,2021-05-13,og,25536.0,,3.0,Con
6790,2021-05-05,og,25540.0,,1.2000000000000002,Con
4241,2021-05-07,og,25540.0,,1.12,Mabagrown
4629,2021-05-08,og,25544.0,,1.0,Mabagrown
4639,2021-05-08,og,25548.0,,1.0,Con
4614,2021-05-06,og,25549.0,,1.2000000000000002,Mabagrown
5247,2021-05-08,og,25550.0,,1.0,Con
4606,2021-05-06,og,25555.0,,1.2000000000000002,Mabagrown
4623,2021-05-06,og,25556.0,,1.2000000000000002,Con
4602,2021-05-06,og,25560.0,,1.0,Mabagrown
4836,2021-05-06,og,25561.0,,1.2000000000000002,Con
4845,2021-05-06,og,25562.0,,2.8,Con
4625,2021-05-06,og,25563.0,,1.2000000000000002,Mabagrown
4618,2021-05-06,og,25564.0,,0.8,Mabagrown
4840,2021-05-06,og,25566.0,,1.0,Con
4849,2021-05-06,og,25567.0,,1.2000000000000002,Con
5249,2021-05-08,og,25568.0,,1.4,Mabagrown
4804,2021-05-13,og,25569.0,,1.6,Con
4612,2021-05-06,og,25572.0,,1.0,Con
4594,2021-05-06,og,25574.0,,1.2000000000000002,Mabagrown
5253,2021-05-13,og,25576.0,,1.8,Con
4794,2021-05-13,og,25583.0,,1.6,Mabagrown
4633,2021-05-08,og,25585.0,,1.2000000000000002,Mabagrown
4599,2021-05-06,og,25586.0,,1.2000000000000002,Con
4274,2021-05-03,og,25589.0,,4.754,Mabagrown
4151,2021-05-03,og,25592.0,,3.83,Con
3115,2021-05-04,og,25597.0,,2.5,Con
4122,2021-05-05,og,25599.0,,3.98,Con
3072,2021-05-03,og,25600.0,,0.8,Mabagrown
2844,2021-05-12,og,25602.0,,4.2,Con
4266,2021-05-03,og,25606.0,,3.49,Con
4178,2021-05-05,og,25609.0,,3.25,Mabagrown
4224,2021-03-03,og,25610.0,,3.34,Con
4305,2021-05-06,og,25611.0,,5.448,Mabagrown
4320,2021-05-03,og,25614.0,,2.21,Con
4326,2021-05-03,og,25615.0,,3.65,Con
4334,2021-05-04,og,25616.0,,2.6,Mabagrown
4191,2021-05-04,og,25617.0,,5.0,Con
4208,2021-05-04,og,25623.0,,3.43,Con
2860,2021-05-12,og,25625.0,,4.3,Con
4227,2021-05-04,og,25627.0,,1.2000000000000002,Mabagrown
4269,2021-05-03,og,25628.0,,3.75,Mabagrown
4155,2021-05-03,og,25631.0,,2.4000000000000004,Mabagrown
2831,2021-05-07,og,25639.0,,2.6,Con
3192,2021-05-03,og,25640.0,,2.2,Con
2988,2021-05-07,og,25642.0,,3.5,Con
4311,2021-05-06,og,25651.0,,2.63,Mabagrown
4827,2021-05-13,og,25652.0,,5.8,Con
4106,2021-05-06,og,25667.0,,3.9,Con
4342,2021-05-06,og,25668.0,,1.94,Mabagrown
4181,2021-05-05,og,25674.0,,3.98,Mabagrown
4299,2021-05-06,og,25676.0,,3.81,Con
4359,2021-05-05,og,25677.0,,2.13,
4130,2021-05-05,og,25678.0,,3.0,Mabagrown
4193,2021-05-06,og,25679.0,,4.09,Mabagrown
4116,2021-05-06,og,25680.0,,4.34,Con
4302,2021-05-05,og,25681.0,,2.01,Con
4330,2021-05-06,og,25684.0,,4.04,Con
4246,2021-05-05,og,25685.0,,5.14,Mabagrown
4356,2021-05-05,og,25686.0,,6.29,Con
4166,2021-05-05,og,25688.0,,4.75,Mabagrown
4293,2021-05-06,og,25689.0,,2.6,Con
5957,2021-05-03,og,25706.0,,1.0,Mabagrown
5946,2021-05-03,og,25709.0,,3.6,Con
2948,2021-05-06,og,25715.0,,2.7,Con
5391,2021-05-04,og,25716.0,,1.8,Con
2975,2021-05-07,og,25718.0,,5.0,Con
3130,2021-05-04,og,25723.0,,2.7,Con
3122,2021-05-04,og,25724.0,,3.0,Con
3354,2021-05-11,og,25728.0,,1.2000000000000002,Con
5969,2021-05-03,og,25736.0,,2.8,Con
6696,2021-03-15,og,25741.0,,1.7000000000000002,Con
6792,2021-05-06,og,25751.0,,4.6,Mabagrown
2972,2021-05-06,og,25753.0,,4.3,Con
4653,2021-05-05,og,25754.0,,1.2000000000000002,Con
3502,2021-05-14,og,25767.0,,1.4000000000000001,Con
4721,2021-05-05,og,25768.0,,2.0,Con
4646,2021-05-05,og,25769.0,,4.2,Mabagrown
4658,2021-05-05,og,25772.0,,2.0,Con
4729,2021-05-11,og,25773.0,,1.6,Con
4686,2021-05-05,og,25775.0,,5.0,Mabagrown
3479,2021-05-05,og,25777.0,,2.2,Con
4664,2021-05-05,og,25785.0,,1.5,Con
5463,2021-05-14,og,25795.0,,1.6,Con
2565,2021-05-11,og,25800.0,,3.0,Con
2560,2021-05-12,og,25804.0,,6.2,Mabagrown
2580,2021-05-11,og,25805.0,,1.4000000000000001,Mabagrown
2593,2021-05-11,og,25806.0,,3.2,Con
6705,2021-03-15,og,25807.0,,4.8,Mabagrown
2590,2021-05-11,og,25809.0,,1.9500000000000002,Con
6702,2021-03-15,og,25812.0,,4.8,Con
2606,2021-05-11,og,25813.0,,1.0,Mabagrown
2572,2021-02-11,og,25814.0,,2.0,Mabagrown
2575,2021-05-11,og,25814.0,,0.4,Con
2567,2021-05-11,og,25816.0,,3.3,Con
2584,2021-05-11,og,25818.0,,0.9,Con
3471,2021-05-14,og,25820.0,,1.6,Mabagrown
2599,2021-05-11,og,25824.0,,2.8,Mabagrown
2494,2021-05-10,og,25834.0,,0.8,Con
2491,2021-05-10,og,25840.0,,0.8,Con
4725,2021-05-06,og,25861.0,,1.0,Con
3465,2021-05-14,og,25871.0,,2.6,Mabagrown
2611,2021-05-06,og,25872.0,,2.1,Mabagrown
6737,2021-03-06,og,25874.0,,1.6,Con
4693,2021-05-06,og,25884.0,,2.5,Con
3455,2021-05-14,og,25886.0,,2.0,Con
2526,2021-05-11,og,25915.0,,0.7,Mabagrown
2532,2021-05-11,og,25916.0,,1.1,Con
3569,2021-05-11,og,25924.0,,1.6,Mabagrown
3566,2021-05-04,og,25925.0,,1.6,Con
3214,2021-05-13,og,25930.0,,1.4000000000000001,Mabagrown
6780,2021-05-20,og,25939.0,,1.6,Mabagrown
3311,2021-05-03,og,25947.0,,0.9,Con
2710,2021-05-08,og,25960.0,,1.6,Con
2701,2021-05-03,og,25962.0,,1.6,Mabagrown
3581,2021-05-12,og,25974.0,,1.6,Con
2744,2021-05-10,og,25980.0,,1.2000000000000002,Mabagrown
2630,2021-05-05,og,25987.0,,1.6,Con
3489,2021-05-14,og,25994.0,,2.0,Con
3462,2021-05-14,og,25995.0,,2.0,Con
3271,2021-05-04,og,26007.0,,1.2000000000000002,Con
3267,2021-05-04,og,26010.0,,1.2000000000000002,Con
3251,2021-05-04,og,26011.0,,1.2000000000000002,Con
3248,2021-05-04,og,26018.0,,1.2000000000000002,Con
3408,2021-05-04,og,26019.0,,1.2000000000000002,Mabagrown
3262,2021-05-04,og,26022.0,,1.2000000000000002,Con
3259,2021-05-04,og,26023.0,,1.2000000000000002,Con
6125,2021-05-01,og,26034.0,,1.2000000000000002,Mabagrown
6335,2021-05-03,og,26035.0,,1.2000000000000002,Mabagrown
6115,2021-05-17,og,26036.0,,2.0,Mabagrown
6121,2021-05-08,og,26037.0,,1.2000000000000002,Mabagrown
6129,2021-05-04,og,26038.0,,2.0,Mabagrown
6156,2021-05-04,og,26040.0,,1.2000000000000002,Mabagrown
6160,2021-05-03,og,26041.0,,1.2000000000000002,Mabagrown
6341,2021-05-03,og,26042.0,,1.2000000000000002,Con
3036,2021-05-04,og,26045.0,,3.2,Con
3043,2021-05-04,og,26046.0,,3.6,Mabagrown
3029,2021-05-04,og,26047.0,,3.2,Con
3017,2021-05-05,og,26049.0,,3.2,Mabagrown
3744,2021-05-09,og,26053.0,,1.6,Con
6062,2021-05-01,og,26054.0,,1.2000000000000002,Con
6333,2021-05-01,og,26055.0,,1.2000000000000002,Con
6048,2021-05-27,og,26056.0,,2.0,Con
6164,2021-05-04,og,26057.0,,1.2000000000000002,Mabagrown
6172,2021-05-08,og,26059.0,,0.8,Mabagrown
6260,2021-06-06,og,26062.0,,1.2000000000000002,Con
6107,2021-05-17,og,26063.0,,2.0,Con
6272,2021-05-17,og,26064.0,,1.6,Con
6240,2021-05-17,og,26066.0,,1.6,Con
6281,2021-05-17,og,26068.0,,1.2000000000000002,Con
6110,2021-05-04,og,26069.0,,1.6,Mabagrown
6042,2021-05-27,og,26070.0,,1.6,Con
3000,2021-05-05,og,26072.0,,2.8,Con
5350,2021-05-03,og,26074.0,,2.2,Con
4435,2021-05-06,og,26077.0,,1.4,Con
5344,2021-05-06,og,26079.0,,2.2,Con
5338,2021-05-03,og,26080.0,,2.8,Con
3780,2021-05-04,og,26086.0,,1.2000000000000002,Con
5407,2021-05-05,og,26087.0,,0.8,Mabagrown
2798,2021-05-12,og,26090.0,,2.0,Con
2788,2021-05-12,og,26091.0,,1.2000000000000002,Con
6459,2021-05-13,og,26097.0,,0.8,Mabagrown
6440,2021-05-13,og,26098.0,,1.6,Mabagrown
6449,2021-05-13,og,26099.0,,1.6,Mabagrown
6457,2021-05-13,og,26100.0,,1.6,Con
2542,2021-05-10,og,26103.0,,3.4,Mabagrown
3328,2021-05-11,og,26105.0,,1.2000000000000002,Mabagrown
5334,2021-05-11,og,26107.0,,0.95,Mabagrown
2537,2021-05-10,og,26118.0,,3.0,Con
6712,2021-05-10,og,26122.0,,1.2000000000000002,Con
4923,2021-05-06,og,26125.0,,2.7,Mabagrown
4892,2021-05-18,og,26126.0,,3.0,Con
5111,2021-05-06,og,26126.0,,3.0,Con
5362,2021-05-10,og,26127.0,,3.0,Con
4058,2021-05-10,og,26129.0,,4.2,Mabagrown
5368,2021-05-10,og,26131.0,,3.0,Mabagrown
5366,2021-05-10,og,26132.0,,3.0,Con
4061,2021-05-11,og,26134.0,,3.0,Mabagrown
2872,2021-05-03,og,26140.0,,2.1,Con
4470,2021-05-07,og,26151.0,,1.8,Mabagrown
4552,2021-05-06,og,26153.0,,2.8000000000000003,Con
4432,2021-05-13,og,26154.0,,1.8,Con
5912,2021-05-04,og,26155.0,,4.0,Con
5894,2021-05-04,og,26157.0,,2.2,Con
5885,2021-05-04,og,26158.0,,0.8,Con
5603,2021-05-06,og,26160.0,,1.8,Con
4523,2021-05-12,og,26161.0,,1.6,Con
4515,2021-05-12,og,26162.0,,0.8,Mabagrown
3154,2021-05-04,og,26164.0,,2.6,Mabagrown
3143,2021-05-05,og,26165.0,,1.6,Con
4860,2021-05-03,og,26167.0,,1.0,Con
4136,2021-05-12,og,26168.0,,1.9000000000000001,Con
2824,2021-05-07,og,26169.0,,4.0,Con
3203,2021-03-03,og,26170.0,,3.0,Con
2967,2021-05-06,og,26172.0,,4.5,Con
3124,2021-05-04,og,26173.0,,2.0,Con
4537,2021-05-04,og,26174.0,,1.8000000000000003,Mabagrown
4534,2021-05-03,og,26178.0,,1.2,Mabagrown
5383,2021-05-08,og,26179.0,,1.4,Mabagrown
5229,2021-05-08,og,26180.0,,0.8,Mabagrown
4871,2021-05-03,og,26181.0,,1.0,Con
5222,2021-05-05,og,26182.0,,1.2000000000000002,Con
5208,2021-05-04,og,26183.0,,1.2000000000000002,Con
4876,2021-05-03,og,26184.0,,1.0,Con
4878,2021-05-03,og,26185.0,,1.0,Mabagrown
